"","AFFILIATION","full_tags","tag.number","full.tag.number"
"16607","NEKST (arbejdsgruppe - Farvel til gas i danske hjem) 27582","Statsadministration",3,2
"16608","NEKST (arbejdsgruppe - Farvel til gas i danske hjem) 27582","Infrastruktur",3,3
"16609","NEKST (arbejdsgruppe - Farvel til gas i danske hjem) 27582","Energi",3,4
"16610","NEKST (arbejdsgruppe -  Mere sol og vind på land) 27583","Erhvervsliv",1,1
"16611","NEKST (arbejdsgruppe -  Mere sol og vind på land) 27583","Industri",1,2
"16612","NEKST (arbejdsgruppe -  Mere sol og vind på land) 27583","Energi",1,3
"16613","NEKST (arbejdsgruppe -  Mere sol og vind på land) 27583","Mødested",2,1
"16614","NEKST (arbejdsgruppe -  Mere sol og vind på land) 27583","Statsadministration",2,2
"16615","NEKST (arbejdsgruppe -  Mere sol og vind på land) 27583","Centraladministration",2,3
"16616","NEKST (arbejdsgruppe -  Mere sol og vind på land) 27583","Råd og Nævn",2,4
"16617","NEKST (arbejdsgruppe -  Mere sol og vind på land) 27583","Stat",3,1
"16618","NEKST (arbejdsgruppe -  Mere sol og vind på land) 27583","Statsadministration",3,2
"16619","NEKST (arbejdsgruppe -  Mere sol og vind på land) 27583","Infrastruktur",3,3
"16620","NEKST (arbejdsgruppe -  Mere sol og vind på land) 27583","Energi",3,4
"16621","NEKST (arbejdsgruppe - Hurtigere udrulning af elnettet) 27584","Erhvervsliv",1,1
"16622","NEKST (arbejdsgruppe - Hurtigere udrulning af elnettet) 27584","Industri",1,2
"16623","NEKST (arbejdsgruppe - Hurtigere udrulning af elnettet) 27584","Energi",1,3
"16624","NEKST (arbejdsgruppe - Hurtigere udrulning af elnettet) 27584","Mødested",2,1
"16625","NEKST (arbejdsgruppe - Hurtigere udrulning af elnettet) 27584","Statsadministration",2,2
"16626","NEKST (arbejdsgruppe - Hurtigere udrulning af elnettet) 27584","Centraladministration",2,3
"16627","NEKST (arbejdsgruppe - Hurtigere udrulning af elnettet) 27584","Råd og Nævn",2,4
"16628","NEKST (arbejdsgruppe - Hurtigere udrulning af elnettet) 27584","Stat",3,1
"16629","NEKST (arbejdsgruppe - Hurtigere udrulning af elnettet) 27584","Statsadministration",3,2
"16630","NEKST (arbejdsgruppe - Hurtigere udrulning af elnettet) 27584","Infrastruktur",3,3
"16631","NEKST (arbejdsgruppe - Hurtigere udrulning af elnettet) 27584","Energi",3,4
"16632","Branchesamarbejdsgruppen vedr. ”Konkurrencefremmende tiltag og vejledning"" 27585","Erhvervsliv",1,1
"16633","Branchesamarbejdsgruppen vedr. ”Konkurrencefremmende tiltag og vejledning"" 27585","Industri",1,2
"16634","Branchesamarbejdsgruppen vedr. ”Konkurrencefremmende tiltag og vejledning"" 27585","Energi",1,3
"16635","Branchesamarbejdsgruppen vedr. ”Konkurrencefremmende tiltag og vejledning"" 27585","Mødested",2,1
"16636","Branchesamarbejdsgruppen vedr. ”Konkurrencefremmende tiltag og vejledning"" 27585","Statsadministration",2,2
"16637","Branchesamarbejdsgruppen vedr. ”Konkurrencefremmende tiltag og vejledning"" 27585","Centraladministration",2,3
"16638","Branchesamarbejdsgruppen vedr. ”Konkurrencefremmende tiltag og vejledning"" 27585","Råd og Nævn",2,4
"16639","Følgegruppen (Kommunale affaldsgebyrer) 27586","Mødested",1,1
"16640","Følgegruppen (Kommunale affaldsgebyrer) 27586","Statsadministration",1,2
"16641","Følgegruppen (Kommunale affaldsgebyrer) 27586","Centraladministration",1,3
"16642","Følgegruppen (Kommunale affaldsgebyrer) 27586","Råd og Nævn",1,4
"16643","Følgegruppen (Kommunale affaldsgebyrer) 27586","Stat",2,1
"16644","Følgegruppen (Kommunale affaldsgebyrer) 27586","Statsadministration",2,2
"16645","Følgegruppen (Kommunale affaldsgebyrer) 27586","Infrastruktur",2,3
"16646","Eksportråd for risikoafdækningsordningen geotermiboringer 27587","Mødested",1,1
"16647","Eksportråd for risikoafdækningsordningen geotermiboringer 27587","Statsadministration",1,2
"16648","Eksportråd for risikoafdækningsordningen geotermiboringer 27587","Centraladministration",1,3
"16649","Eksportråd for risikoafdækningsordningen geotermiboringer 27587","Råd og Nævn",1,4
"16650","Eksportråd for risikoafdækningsordningen geotermiboringer 27587","Stat",2,1
"16651","Eksportråd for risikoafdækningsordningen geotermiboringer 27587","Statsadministration",2,2
"16652","Eksportråd for risikoafdækningsordningen geotermiboringer 27587","Infrastruktur",2,3
"16653","Eksportråd for risikoafdækningsordningen geotermiboringer 27587","Energi",2,4
"16654","Tuborg Fondet 27588","Erhvervsliv",1,1
"16655","Tuborg Fondet 27588","Fonde",1,2
"16656","The Committee on Society in the Green Transition 27589","Erhvervsliv",1,1
"16657","The Committee on Society in the Green Transition 27589","Fonde",1,2
"16658","The Committee on Society in the Green Transition 27589","Erhvervsliv",2,1
"16659","The Committee on Society in the Green Transition 27589","Industri",2,2
"16660","The Committee on Society in the Green Transition 27589","Medicinalindustri",2,3
"16661","The Committee on Society in the Green Transition 27589","Mødested",3,1
"16662","The Committee on Society in the Green Transition 27589","Netværk",3,2
"16663","The Committee on Society in the Green Transition 27589","Mødested",4,1
"16664","The Committee on Society in the Green Transition 27589","Netværk",4,2
"16665","Komite for ulighed i sundhed 27590","Erhvervsliv",1,1
"16666","Komite for ulighed i sundhed 27590","Fonde",1,2
"16667","Komite for ulighed i sundhed 27590","Erhvervsliv",2,1
"16668","Komite for ulighed i sundhed 27590","Industri",2,2
"16669","Komite for ulighed i sundhed 27590","Medicinalindustri",2,3
"16670","Komite for ulighed i sundhed 27590","Mødested",3,1
"16671","Komite for ulighed i sundhed 27590","Netværk",3,2
"16672","Komite for Sygeplejeforskning 27591","Erhvervsliv",1,1
"16673","Komite for Sygeplejeforskning 27591","Fonde",1,2
"16674","Komite for Sygeplejeforskning 27591","Erhvervsliv",2,1
"16675","Komite for Sygeplejeforskning 27591","Industri",2,2
"16676","Komite for Sygeplejeforskning 27591","Medicinalindustri",2,3
"16677","Komite for Sygeplejeforskning 27591","Mødested",3,1
"16678","Komite for Sygeplejeforskning 27591","Netværk",3,2
"16679","Komite for Plantevidenskab, Landbrug og Fødevarebioteknologi 27592","Erhvervsliv",1,1
"16680","Komite for Plantevidenskab, Landbrug og Fødevarebioteknologi 27592","Fonde",1,2
"16681","Komite for Plantevidenskab, Landbrug og Fødevarebioteknologi 27592","Erhvervsliv",2,1
"16682","Komite for Plantevidenskab, Landbrug og Fødevarebioteknologi 27592","Industri",2,2
"16683","Komite for Plantevidenskab, Landbrug og Fødevarebioteknologi 27592","Medicinalindustri",2,3
"16684","Komite for Plantevidenskab, Landbrug og Fødevarebioteknologi 27592","Erhvervsliv",3,1
"16685","Komite for Plantevidenskab, Landbrug og Fødevarebioteknologi 27592","Landbrug",3,2
"16686","Komite for Plantevidenskab, Landbrug og Fødevarebioteknologi 27592","Mødested",4,1
"16687","Komite for Plantevidenskab, Landbrug og Fødevarebioteknologi 27592","Netværk",4,2
"16688","Komite for nytænkende kommunikation og debat 27593","Erhvervsliv",1,1
"16689","Komite for nytænkende kommunikation og debat 27593","Fonde",1,2
"16690","Komite for nytænkende kommunikation og debat 27593","Erhvervsliv",2,1
"16691","Komite for nytænkende kommunikation og debat 27593","Industri",2,2
"16692","Komite for nytænkende kommunikation og debat 27593","Medicinalindustri",2,3
"16693","Komite for nytænkende kommunikation og debat 27593","Mødested",3,1
"16694","Komite for nytænkende kommunikation og debat 27593","Netværk",3,2
"16695","Komite for Novo Nordisk Prisen 27594","Erhvervsliv",1,1
"16696","Komite for Novo Nordisk Prisen 27594","Fonde",1,2
"16697","Komite for Novo Nordisk Prisen 27594","Erhvervsliv",2,1
"16698","Komite for Novo Nordisk Prisen 27594","Industri",2,2
"16699","Komite for Novo Nordisk Prisen 27594","Medicinalindustri",2,3
"16700","Komite for Novo Nordisk Prisen 27594","Mødested",3,1
"16701","Komite for Novo Nordisk Prisen 27594","Netværk",3,2
"16702","Komite for Novo Nordisk Fondens Undervisningspriser 27595","Erhvervsliv",1,1
"16703","Komite for Novo Nordisk Fondens Undervisningspriser 27595","Fonde",1,2
"16704","Komite for Novo Nordisk Fondens Undervisningspriser 27595","Erhvervsliv",2,1
"16705","Komite for Novo Nordisk Fondens Undervisningspriser 27595","Industri",2,2
"16706","Komite for Novo Nordisk Fondens Undervisningspriser 27595","Medicinalindustri",2,3
"16707","Komite for Novo Nordisk Fondens Undervisningspriser 27595","Mødested",3,1
"16708","Komite for Novo Nordisk Fondens Undervisningspriser 27595","Netværk",3,2
"16709","Komite for Novo Nordisk Fondens Innovations Grants 27596","Erhvervsliv",1,1
"16710","Komite for Novo Nordisk Fondens Innovations Grants 27596","Fonde",1,2
"16711","Komite for Novo Nordisk Fondens Innovations Grants 27596","Erhvervsliv",2,1
"16712","Komite for Novo Nordisk Fondens Innovations Grants 27596","Industri",2,2
"16713","Komite for Novo Nordisk Fondens Innovations Grants 27596","Medicinalindustri",2,3
"16714","Komite for Novo Nordisk Fondens Innovations Grants 27596","Mødested",3,1
"16715","Komite for Novo Nordisk Fondens Innovations Grants 27596","Netværk",3,2
"16716","Komite for Naturvidenskabelig Uddannelse og Formidling 27597","Erhvervsliv",1,1
"16717","Komite for Naturvidenskabelig Uddannelse og Formidling 27597","Fonde",1,2
"16718","Komite for Naturvidenskabelig Uddannelse og Formidling 27597","Erhvervsliv",2,1
"16719","Komite for Naturvidenskabelig Uddannelse og Formidling 27597","Industri",2,2
"16720","Komite for Naturvidenskabelig Uddannelse og Formidling 27597","Medicinalindustri",2,3
"16721","Komite for Naturvidenskabelig Uddannelse og Formidling 27597","Ideologi",3,1
"16722","Komite for Naturvidenskabelig Uddannelse og Formidling 27597","Videnskab",3,2
"16723","Komite for Naturvidenskabelig Uddannelse og Formidling 27597","Universiteter",3,3
"16724","Komite for Naturvidenskabelig Uddannelse og Formidling 27597","Mødested",4,1
"16725","Komite for Naturvidenskabelig Uddannelse og Formidling 27597","Netværk",4,2
"16726","Komite for Natur og Tekniske Videnskaber 27598","Erhvervsliv",1,1
"16727","Komite for Natur og Tekniske Videnskaber 27598","Fonde",1,2
"16728","Komite for Natur og Tekniske Videnskaber 27598","Erhvervsliv",2,1
"16729","Komite for Natur og Tekniske Videnskaber 27598","Industri",2,2
"16730","Komite for Natur og Tekniske Videnskaber 27598","Medicinalindustri",2,3
"16731","Komite for Natur og Tekniske Videnskaber 27598","Ideologi",3,1
"16732","Komite for Natur og Tekniske Videnskaber 27598","Videnskab",3,2
"16733","Komite for Natur og Tekniske Videnskaber 27598","Teknologi",3,3
"16734","Komite for Natur og Tekniske Videnskaber 27598","Mødested",4,1
"16735","Komite for Natur og Tekniske Videnskaber 27598","Netværk",4,2
"16736","Center for sundt liv og trivsel 27599","Erhvervsliv",1,1
"16737","Center for sundt liv og trivsel 27599","Fonde",1,2
"16738","Center for sundt liv og trivsel 27599","Erhvervsliv",2,1
"16739","Center for sundt liv og trivsel 27599","Industri",2,2
"16740","Center for sundt liv og trivsel 27599","Medicinalindustri",2,3
"16741","Center for sundt liv og trivsel 27599","Ideologi",3,1
"16742","Center for sundt liv og trivsel 27599","Videnskab",3,2
"16743","Center for sundt liv og trivsel 27599","Universiteter",3,3
"16744","Center for sundt liv og trivsel 27599","Stat",4,1
"16745","Center for sundt liv og trivsel 27599","Sundhed",4,2
"16746","Komite for Klinisk og Translationel Lægevidenskab 27600","Erhvervsliv",1,1
"16747","Komite for Klinisk og Translationel Lægevidenskab 27600","Fonde",1,2
"16748","Komite for Klinisk og Translationel Lægevidenskab 27600","Erhvervsliv",2,1
"16749","Komite for Klinisk og Translationel Lægevidenskab 27600","Industri",2,2
"16750","Komite for Klinisk og Translationel Lægevidenskab 27600","Medicinalindustri",2,3
"16751","Komite for Klinisk og Translationel Lægevidenskab 27600","Ideologi",3,1
"16752","Komite for Klinisk og Translationel Lægevidenskab 27600","Videnskab",3,2
"16753","Komite for Klinisk og Translationel Lægevidenskab 27600","Teknologi",3,3
"16754","Komite for Klinisk og Translationel Lægevidenskab 27600","Mødested",4,1
"16755","Komite for Klinisk og Translationel Lægevidenskab 27600","Netværk",4,2
"16756","Komite for Forskning i Kunst og Kunsthistorie 27601","Erhvervsliv",1,1
"16757","Komite for Forskning i Kunst og Kunsthistorie 27601","Fonde",1,2
"16758","Komite for Forskning i Kunst og Kunsthistorie 27601","Erhvervsliv",2,1
"16759","Komite for Forskning i Kunst og Kunsthistorie 27601","Industri",2,2
"16760","Komite for Forskning i Kunst og Kunsthistorie 27601","Medicinalindustri",2,3
"16761","Komite for Forskning i Kunst og Kunsthistorie 27601","Ideologi",3,1
"16762","Komite for Forskning i Kunst og Kunsthistorie 27601","Videnskab",3,2
"16763","Komite for Forskning i Kunst og Kunsthistorie 27601","Humaniora",3,3
"16764","Komite for Forskning i Kunst og Kunsthistorie 27601","Mødested",4,1
"16765","Komite for Forskning i Kunst og Kunsthistorie 27601","Netværk",4,2
"16766","Komite for Endokrinologi og Metabolisme 27602","Erhvervsliv",1,1
"16767","Komite for Endokrinologi og Metabolisme 27602","Fonde",1,2
"16768","Komite for Endokrinologi og Metabolisme 27602","Erhvervsliv",2,1
"16769","Komite for Endokrinologi og Metabolisme 27602","Industri",2,2
"16770","Komite for Endokrinologi og Metabolisme 27602","Medicinalindustri",2,3
"16771","Komite for Endokrinologi og Metabolisme 27602","Ideologi",3,1
"16772","Komite for Endokrinologi og Metabolisme 27602","Videnskab",3,2
"16773","Komite for Endokrinologi og Metabolisme 27602","Universiteter",3,3
"16774","Komite for Endokrinologi og Metabolisme 27602","Mødested",4,1
"16775","Komite for Endokrinologi og Metabolisme 27602","Netværk",4,2
"16776","Rådgivende Udvalg for Statistik og Data om Grøn Omstilling 27603","Mødested",1,1
"16777","Rådgivende Udvalg for Statistik og Data om Grøn Omstilling 27603","Statsadministration",1,2
"16778","Rådgivende Udvalg for Statistik og Data om Grøn Omstilling 27603","Centraladministration",1,3
"16779","DANMARKS NATURFREDNINGSFORENING (Miljøfagligt udvalg) 27604","Stat",1,1
"16780","DANMARKS NATURFREDNINGSFORENING (Miljøfagligt udvalg) 27604","Politik",1,2
"16781","DANMARKS NATURFREDNINGSFORENING (Miljøfagligt udvalg) 27604","Interesseorganisationer",1,3
"16782","DANMARKS NATURFREDNINGSFORENING (Miljøfagligt udvalg) 27604","Civilsamfund",1,4
"16783","DANMARKS NATURFREDNINGSFORENING (Planfagligt udvalg) 27605","Stat",1,1
"16784","DANMARKS NATURFREDNINGSFORENING (Planfagligt udvalg) 27605","Politik",1,2
"16785","DANMARKS NATURFREDNINGSFORENING (Planfagligt udvalg) 27605","Interesseorganisationer",1,3
"16786","DANMARKS NATURFREDNINGSFORENING (Planfagligt udvalg) 27605","Civilsamfund",1,4
"16787","DANMARKS NATURFREDNINGSFORENING (Naturfagligt udvalg) 27606","Stat",1,1
"16788","DANMARKS NATURFREDNINGSFORENING (Naturfagligt udvalg) 27606","Politik",1,2
"16789","DANMARKS NATURFREDNINGSFORENING (Naturfagligt udvalg) 27606","Interesseorganisationer",1,3
"16790","DANMARKS NATURFREDNINGSFORENING (Naturfagligt udvalg) 27606","Civilsamfund",1,4
"16791","Forest Stewardship Counci (FSC) (Bestyrelse) 27607","Stat",1,1
"16792","Forest Stewardship Counci (FSC) (Bestyrelse) 27607","Politik",1,2
"16793","Forest Stewardship Counci (FSC) (Bestyrelse) 27607","Interesseorganisationer",1,3
"16794","Forest Stewardship Counci (FSC) (Bestyrelse) 27607","Civilsamfund",1,4
"16795","Carsoe Group A/S 27608","Erhvervsliv",1,1
"16796","Carsoe Group A/S 27608","Finans",1,2
"16797","Carsoe Group A/S 27608","Investering",1,3
"16798","Carsoe Group A/S 27608","Erhvervsliv",2,1
"16799","Carsoe Group A/S 27608","Industri",2,2
"16800","NEURONS INC. ApS 27609","Erhvervsliv",1,1
"16801","NEURONS INC. ApS 27609","Ideologi",2,1
"16802","NEURONS INC. ApS 27609","Videnskab",2,2
"16803","NEURONS INC. ApS 27609","Teknologi",2,3
"16804","Videnskabernes selskab (FORSKNINGSPOLITISK UDVALG) 27610","Erhvervsliv",1,1
"16805","Videnskabernes selskab (FORSKNINGSPOLITISK UDVALG) 27610","Fonde",1,2
"16806","Videnskabernes selskab (FORSKNINGSPOLITISK UDVALG) 27610","Ideologi",2,1
"16807","Videnskabernes selskab (FORSKNINGSPOLITISK UDVALG) 27610","Videnskab",2,2
"16808","Videnskabernes selskab (FORSKNINGSFORMIDLINGSUDVALGET) 27611","Erhvervsliv",1,1
"16809","Videnskabernes selskab (FORSKNINGSFORMIDLINGSUDVALGET) 27611","Fonde",1,2
"16810","Videnskabernes selskab (FORSKNINGSFORMIDLINGSUDVALGET) 27611","Ideologi",2,1
"16811","Videnskabernes selskab (FORSKNINGSFORMIDLINGSUDVALGET) 27611","Videnskab",2,2
"16812","Videnskabernes selskab (FORSKNINGSFORMIDLINGSUDVALGET) 27611","Universiteter",2,3
"16813","Videnskabernes selskab (PUBLIKATIONSUDVALGET) 27612","Ideologi",1,1
"16814","Videnskabernes selskab (PUBLIKATIONSUDVALGET) 27612","Videnskab",1,2
"16815","Videnskabernes selskab (PUBLIKATIONSUDVALGET) 27612","Universiteter",1,3
"16816","Videnskabernes selskab (KLIMAKOMITÉ) 27613","Ideologi",1,1
"16817","Videnskabernes selskab (KLIMAKOMITÉ) 27613","Videnskab",1,2
"16818","Videnskabernes selskab (KLIMAKOMITÉ) 27613","Universiteter",1,3
"16819","Videnskabernes selskab (KVANTEKOMITÉ) 27614","Ideologi",1,1
"16820","Videnskabernes selskab (KVANTEKOMITÉ) 27614","Videnskab",1,2
"16821","Videnskabernes selskab (KVANTEKOMITÉ) 27614","Universiteter",1,3
"16822","Videnskabernes selskab (KVANTEKOMITÉ) 27615","Ideologi",1,1
"16823","Videnskabernes selskab (KVANTEKOMITÉ) 27615","Videnskab",1,2
"16824","Videnskabernes selskab (KVANTEKOMITÉ) 27615","Universiteter",1,3
"16825","Videnskabernes selskab (DET INTERNATIONALE UDVALG) 27616","Ideologi",1,1
"16826","Videnskabernes selskab (DET INTERNATIONALE UDVALG) 27616","Videnskab",1,2
"16827","Videnskabernes selskab (DET INTERNATIONALE UDVALG) 27616","Universiteter",1,3
"16828","Videnskabernes selskab (KOMITÉEN FOR MYNDIGHEDSBETJENING) 27617","Ideologi",1,1
"16829","Videnskabernes selskab (KOMITÉEN FOR MYNDIGHEDSBETJENING) 27617","Videnskab",1,2
"16830","Videnskabernes selskab (KOMITÉEN FOR MYNDIGHEDSBETJENING) 27617","Universiteter",1,3
"16831","Merkur Andelskasse 27618","Erhvervsliv",1,1
"16832","Merkur Andelskasse 27618","Finans",1,2
"16833","Merkur Andelskasse 27618","Banker",1,3
"16834","Tænketanken Atlantsammenslutningen (Bestyrelse) 24935310","Ideologi",1,1
"16835","Tænketanken Atlantsammenslutningen (Bestyrelse) 24935310","Videnskab",1,2
"16836","Tænketanken Atlantsammenslutningen (Bestyrelse) 24935310","Samfundsvidenskab",1,3
"16837","Tænketanken Atlantsammenslutningen (Bestyrelse) 24935310","Stat",2,1
"16838","Tænketanken Atlantsammenslutningen (Bestyrelse) 24935310","Politik",2,2
"16839","Tænketanken Atlantsammenslutningen (Bestyrelse) 24935310","Interesseorganisationer",2,3
"16840","Tænketanken Atlantsammenslutningen (Bestyrelse) 24935310","Tænketanke",2,4
"16841","Tænketanken Atlantsammenslutningen (Repræsentantskab) 27620","Ideologi",1,1
"16842","Tænketanken Atlantsammenslutningen (Repræsentantskab) 27620","Videnskab",1,2
"16843","Tænketanken Atlantsammenslutningen (Repræsentantskab) 27620","Samfundsvidenskab",1,3
"16844","Tænketanken Atlantsammenslutningen (Repræsentantskab) 27620","Stat",2,1
"16845","Tænketanken Atlantsammenslutningen (Repræsentantskab) 27620","Politik",2,2
"16846","Tænketanken Atlantsammenslutningen (Repræsentantskab) 27620","Interesseorganisationer",2,3
"16847","Tænketanken Atlantsammenslutningen (Repræsentantskab) 27620","Tænketanke",2,4
"16848","VL-gruppe 103 27621","Mødested",1,1
"16849","VL-gruppe 103 27621","Netværk",1,2
"16850","VL-gruppe 103 27621","VL-grupper",1,3
"16851","DenmarkBridge (Bestyrelse) 27622","Erhvervsliv",1,1
"16852","DenmarkBridge (Bestyrelse) 27622","Industri",1,2
"16853","DenmarkBridge (Bestyrelse) 27622","Byggeri",1,3
"16854","DenmarkBridge (Bestyrelse) 27622","Mødested",2,1
"16855","DenmarkBridge (Bestyrelse) 27622","Netværk",2,2
"16856","DenmarkBridge (Bestyrelse) 27622","Stat",3,1
"16857","DenmarkBridge (Bestyrelse) 27622","Politik",3,2
"16858","DenmarkBridge (Bestyrelse) 27622","Interesseorganisationer",3,3
"16859","VL-gruppe 104 27623","Mødested",1,1
"16860","VL-gruppe 104 27623","Netværk",1,2
"16861","VL-gruppe 104 27623","VL-grupper",1,3
"16862","VL-gruppe 106 27624","Mødested",1,1
"16863","VL-gruppe 106 27624","Netværk",1,2
"16864","VL-gruppe 106 27624","VL-grupper",1,3
"16865","VL-gruppe 107 27625","Mødested",1,1
"16866","VL-gruppe 107 27625","Netværk",1,2
"16867","VL-gruppe 107 27625","VL-grupper",1,3
"16868","VL-gruppe 108 27626","Mødested",1,1
"16869","VL-gruppe 108 27626","Netværk",1,2
"16870","VL-gruppe 108 27626","VL-grupper",1,3
"16871","VL-gruppe 109 27627","Mødested",1,1
"16872","VL-gruppe 109 27627","Netværk",1,2
"16873","VL-gruppe 109 27627","VL-grupper",1,3
"16874","VL-gruppe 110 27628","Mødested",1,1
"16875","VL-gruppe 110 27628","Netværk",1,2
"16876","VL-gruppe 110 27628","VL-grupper",1,3
"16877","VL-gruppe 111 27629","Mødested",1,1
"16878","VL-gruppe 111 27629","Netværk",1,2
"16879","VL-gruppe 111 27629","VL-grupper",1,3
"16880","VL-gruppe 112 27630","Mødested",1,1
"16881","VL-gruppe 112 27630","Netværk",1,2
"16882","VL-gruppe 112 27630","VL-grupper",1,3
"16883","VL-gruppe 113 27631","Mødested",1,1
"16884","VL-gruppe 113 27631","Netværk",1,2
"16885","VL-gruppe 113 27631","VL-grupper",1,3
"16886","VL-gruppe 115 27632","Mødested",1,1
"16887","VL-gruppe 115 27632","Netværk",1,2
"16888","VL-gruppe 115 27632","VL-grupper",1,3
"16889","VL-gruppe 116 27633","Mødested",1,1
"16890","VL-gruppe 116 27633","Netværk",1,2
"16891","VL-gruppe 116 27633","VL-grupper",1,3
"16892","VL-gruppe 118 27635","Mødested",1,1
"16893","VL-gruppe 118 27635","Netværk",1,2
"16894","VL-gruppe 118 27635","VL-grupper",1,3
"16895","Fremtidens bæredygtige landskaber (Medlemmer) 27636","Stat",1,1
"16896","Fremtidens bæredygtige landskaber (Medlemmer) 27636","Politik",1,2
"16897","Fremtidens bæredygtige landskaber (Medlemmer) 27636","Interesseorganisationer",1,3
"16898","VL-gruppe 119 27637","Mødested",1,1
"16899","VL-gruppe 119 27637","Netværk",1,2
"16900","VL-gruppe 119 27637","VL-grupper",1,3
"16901","Regeringen 27638","Mødested",1,1
"16902","Regeringen 27638","Statsadministration",1,2
"16903","Regeringen 27638","Centraladministration",1,3
"16904","Regeringen 27638","Stat",2,1
"16905","Regeringen 27638","Politik",2,2
"16906","Regeringen 27638","Folketing",2,3
"16907","Regeringen 27638","Stat",3,1
"16908","Regeringen 27638","Politik",3,2
"16909","Regeringen 27638","Parti",3,3
"16910","Regeringen 27638","Socialdemokratiet",3,4
"16911","Regeringen 27638","Stat",4,1
"16912","Regeringen 27638","Politik",4,2
"16913","Regeringen 27638","Parti",4,3
"16914","Regeringen 27638","Venstre",4,4
"16915","VL (Direktion + bestyrelse) 27639","Mødested",1,1
"16916","VL (Direktion + bestyrelse) 27639","Netværk",1,2
"16917","VL (Direktion + bestyrelse) 27639","VL-grupper",1,3
"16918","RealDania (Repræsentantskab) 27640","Stat",1,1
"16919","RealDania (Repræsentantskab) 27640","Politik",1,2
"16920","RealDania (Repræsentantskab) 27640","Interesseorganisationer",1,3
"16921","RealDania (Repræsentantskab) 27640","Stat",2,1
"16922","RealDania (Repræsentantskab) 27640","Politik",2,2
"16923","RealDania (Repræsentantskab) 27640","Interesseorganisationer",2,3
"16924","RealDania (Repræsentantskab) 27640","Erhvervsorganisationer",2,4
"16925","Forenet Kredit f.m.b.a. (Repræsentantskab) 27641","Erhvervsliv",1,1
"16926","Forenet Kredit f.m.b.a. (Repræsentantskab) 27641","Finans",1,2
"16927","Forenet Kredit f.m.b.a. (Repræsentantskab) 27641","Banker",1,3
"16928","Forenet Kredit f.m.b.a. (Repræsentantskab) 27641","Mødested",2,1
"16929","DANISH AGRO A.M.B.A. (Repræsentantskab) 27642","Erhvervsliv",1,1
"16930","DANISH AGRO A.M.B.A. (Repræsentantskab) 27642","Landbrug",1,2
"16931","DANISH AGRO A.M.B.A. (Repræsentantskab) 27642","Mødested",2,1
"16932","COOP AMBA (Repræsentantskab) 27643","Erhvervsliv",1,1
"16933","COOP AMBA (Repræsentantskab) 27643","Handel og service",1,2
"16934","COOP AMBA (Repræsentantskab) 27643","Mødested",2,1
"16935","COOP AMBA (Repræsentantskab) 27643","Ledelse",2,2
"16936","Andel A.M.B.A. (Repræsentantskab) 27644","Erhvervsliv",1,1
"16937","Andel A.M.B.A. (Repræsentantskab) 27644","Industri",1,2
"16938","Andel A.M.B.A. (Repræsentantskab) 27644","Energi",1,3
"16939","NRGI A.M.B.A (Repræsentantskab) 27645","Erhvervsliv",1,1
"16940","NRGI A.M.B.A (Repræsentantskab) 27645","Industri",1,2
"16941","NRGI A.M.B.A (Repræsentantskab) 27645","Energi",1,3
"16942","BUPL HOVEDORGANISATION (bestyrelse+direktion) 27646","Stat",1,1
"16943","BUPL HOVEDORGANISATION (bestyrelse+direktion) 27646","Politik",1,2
"16944","BUPL HOVEDORGANISATION (bestyrelse+direktion) 27646","Interesseorganisationer",1,3
"16945","BUPL HOVEDORGANISATION (bestyrelse+direktion) 27646","Fagbevægelse",1,4
"16946","Velliv (Repræsentantskab) 27647","Erhvervsliv",1,1
"16947","Velliv (Repræsentantskab) 27647","Finans",1,2
"16948","Velliv (Repræsentantskab) 27647","Forsikring",1,3
"16949","Velliv (Repræsentantskab) 27647","Erhvervsliv",2,1
"16950","Velliv (Repræsentantskab) 27647","Finans",2,2
"16951","Velliv (Repræsentantskab) 27647","Pension",2,3
"16952","ARLA FOODS AMBA (Repræsentantskab) 27648","Erhvervsliv",1,1
"16953","ARLA FOODS AMBA (Repræsentantskab) 27648","Landbrug",1,2
"16954","ARLA FOODS AMBA (Repræsentantskab) 27648","Stat",2,1
"16955","ARLA FOODS AMBA (Repræsentantskab) 27648","Politik",2,2
"16956","ARLA FOODS AMBA (Repræsentantskab) 27648","Interesseorganisationer",2,3
"16957","ARLA FOODS AMBA (Repræsentantskab) 27648","Erhvervsorganisationer",2,4
"16958","Alm. Brand (Repræsentantskab) 27649","Erhvervsliv",1,1
"16959","Alm. Brand (Repræsentantskab) 27649","Finans",1,2
"16960","Alm. Brand (Repræsentantskab) 27649","Forsikring",1,3
"16961","BL - Danmarks Almene Boliger (Repræsentantskab) 27650","Stat",1,1
"16962","BL - Danmarks Almene Boliger (Repræsentantskab) 27650","Politik",1,2
"16963","BL - Danmarks Almene Boliger (Repræsentantskab) 27650","Interesseorganisationer",1,3
"16964","BL - Danmarks Almene Boliger (Repræsentantskab) 27650","Stat",2,1
"16965","BL - Danmarks Almene Boliger (Repræsentantskab) 27650","Statsadministration",2,2
"16966","BL - Danmarks Almene Boliger (Repræsentantskab) 27650","Centraladministration",2,3
"16967","BL - Danmarks Almene Boliger (Repræsentantskab) 27650","By & Bolig",2,4
"16968","Dansk Markedsføring (Repræsentantskab) 27651","Erhvervsliv",1,1
